"id","name","c_id","num"
0,"Web",1,0
0,"game",1,0
0,"bot",1,0
0,"哲学・宗教・社会",2,0
0,"人生",2,0
0,"料理",3,0
0,"外食",3,0
0,"勉強",4,0
0,"マンガ",4,0
0,"アクション",5,0
0,"RPG",5,0
0,"音ゲー",5,0
0,"その他",5,0
